objectid,title,creator,publisher,date,date is approximate?,description,subject,relation,contributing institution,publisher digital,source,listing code,resource identifier,format original,format digital,type,digitization specifications,rights,language,metadata cataloger,date created,date modified,filename,oclc number,date created,date modified,reference url,contentdm number,contentdm file name,contentdm file path
ijc_al_grey_011,Unidentified woman,"Olan Mills Incorporated, Springfield (OH)",,1970,y,Unidentified woman,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 4",IJC004IV,AG011,5 x 3 1/2 inch black & white photograph,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664824114,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/253,253,254.jp2,/ijcag/image/254.jp2
ijc_al_grey_012,Unidentified woman,"The Ward Studio, Bridgeton (NJ)",,1940,y,Unidentified woman. The photograph is in a paper frame. No inscriptions on the back of the photograph,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 4",IJC004IV,AG012,5 x 3 inch black & white photograph,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823747,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/254,254,255.jp2,/ijcag/image/255.jp2
ijc_al_grey_013,Two unidentified women,,,1920,y,Two unidentified women posing on the porch of a house. One is standing up with her left arm resting on the back of a rocking chair in which the other is sitting,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 4",IJC004IV,AG013,5 1/2 x 3 1/2 inch  black & white photograph,image/jpeg,Image;StillImage,"600 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823583,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/255,255,256.jp2,/ijcag/image/256.jp2
ijc_al_grey_014,Unidentified woman,,,1925,y,Unidentified woman sitting down in a rocking chair on the porch of a house (1 duplicate),"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 4",IJC004IV,AG014,5 1/2 x 3 1/2 inch black & white photograph,image/jpeg,Image;StillImage,"400 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823757,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/256,256,257.jp2,/ijcag/image/257.jp2
ijc_al_grey_015,Unidentified group of children,,,1970,y,"Unidentified group of children in what looks like a school pose, including unidentified adults, probably teachers","Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 6",IJC004IV,AG027,7 1/2 x 9 1/2 inch black & white photograph,image/jpeg,Image;StillImage,"200 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664815855,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/257,257,258.jp2,/ijcag/image/258.jp2
ijc_al_grey_016,Goodwill Boys Band of Pottstown,,,1970,y,"Goodwill Boys Band of Pottstown, [Pennsylvania] and unidentified persons","Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 6",IJC004IV,AG028,8 x 10 inch black & white photograph,image/jpeg,Image;StillImage,"200 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823719,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/258,258,259.jp2,/ijcag/image/259.jp2
ijc_al_grey_017,Unidentified persons,"Arrow Camera Shop, Pottstown (PA)",,1965,y,"Unidentified persons sitting at a dinner table in what appears to be the gym or auditorium of a school. Stamped on the back of the photograph: Young Men's Christian Association, Pottstown, Pennsylvania","Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 6",IJC004IV,AG029,7 3/4 x 9 1/2 inch black & white photograph,image/jpeg,Image;StillImage,"200 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823739,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/259,259,260.jp2,/ijcag/image/260.jp2
ijc_al_grey_018,Unidentified persons,"Arrow Camera Shop, Pottstown (PA)",,1965,y,"Unidentified persons sitting at a dinner table in what appears to be the gym or auditorium of a school. [Young Men's Christian Association, Pottstown, Pennsylvania]","Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 6",IJC004IV,AG030,7 3/4 x 9 1/2 inch black & white photograph,image/jpeg,Image;StillImage,"200 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823710,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/260,260,261.jp2,/ijcag/image/261.jp2
ijc_al_grey_019,Brother Wilbur,"Nancy Miller Elliott, New York (NY)",,1980,y,A man smoking a cigarette sitting on a park bench. Handwritten on the back of the photograph: Brother Wilbur,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 6",IJC004IV,AG031,8 x 10 inch black & white photograph,image/jpeg,Image;StillImage,"200 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664824110,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/261,261,262.jp2,/ijcag/image/262.jp2
ijc_al_grey_020,Unidentified young woman,,,1935,y,Graduation picture of an unidentified young woman,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 4",IJC004IV,AG015,6 x 4 inch black & white photograph,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823701,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/262,262,263.jp2,/ijcag/image/263.jp2
ijc_al_grey_021,Unidentified man with two unidentified women,,,1952-07,,Unidentified man with two unidentified women,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 7",IJC004IV,AG032,3 1/2 x 4 1/2 inch black & white photograph,image/jpeg,Image;StillImage,"500 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823550,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/263,263,264.jp2,/ijcag/image/264.jp2
ijc_al_grey_022,Unidentified persons,,,1975,y,Four unidentified men standing behind five unidentified women who are sitting on chairs. Three of the women are holding certificates,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 7",IJC004IV,AG033,5 x 7 inch black & white photograph,image/jpeg,Image;StillImage,"270 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664815779,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/264,264,265.jp2,/ijcag/image/265.jp2
ijc_al_grey_023,Unidentified band,,,1975,y,Unidentified band performing on a stage,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 7",IJC004IV,AG034,5 x 7 inch black & white photograph,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823556,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/265,265,266.jp2,/ijcag/image/266.jp2
ijc_al_grey_024,Unidentified woman,,,1945,y,Unidentified woman posing beside a car,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 4",IJC004IV,AG016,7 x 5 inch  black & white photograph,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823619,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/266,266,267.jp2,/ijcag/image/267.jp2
ijc_al_grey_025,S. D. A. School Osa-Uku,,,1965,y,A band composed of boys. Written on the drum: S. D. A. School Osa-Uku. This is a clip from a magazine glued to a piece of cardboard,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 7",IJC004IV,AG035,5 1/2 x 8 1/4 inch black & white photograph,image/jpeg,Image;StillImage,"220 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823523,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/267,267,268.jp2,/ijcag/image/268.jp2
ijc_al_grey_026,PJHS 41.42,,,1942,y,A band posing on the steps of a brick building. Written on the drum: PJHS 41.42,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 7",IJC004IV,AG036,8 x 10 inch black & white photograph,image/jpeg,Image;StillImage,"200 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823657,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/268,268,269.jp2,/ijcag/image/269.jp2
ijc_al_grey_027,Grosse Isle Band,,,1945-02-09,,Grosse Isle Band,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 7",IJC004IV,AG037,8 x 11 1/4 inch black & white photograph,image/jpeg,Image;StillImage,"180 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823616,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/269,269,270.jp2,/ijcag/image/270.jp2
ijc_al_grey_028,Al Grey performing with trombonist Patrick Sherlock and organist Al Copley,,,1993-02-07,,"Al Grey performing with trombonist Patrick Sherlock and organist Al Copley at Le Caveau de la Muchette, in Paris","Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 8",IJC004IV,AG038,5 x 7 inch black & white photograph,image/jpeg,Image;StillImage,"270 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664815789,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/270,270,271.jp2,/ijcag/image/271.jp2
ijc_al_grey_029,Al Grey,"Fran?ois Perol, Paris, France",,1960,y,Al Grey,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 8",IJC004IV,AG039,8 1/2 x 7 inch black & white photograph,image/jpeg,Image;StillImage,"270 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664815774,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/271,271,272.jp2,/ijcag/image/272.jp2
