objectid,title,creator,publisher,date,date is approximate?,description,subject,relation,contributing institution,publisher digital,source,listing code,resource identifier,format original,format digital,type,digitization specifications,rights,language,metadata cataloger,date created,date modified,filename,oclc number,date created,date modified,reference url,contentdm number,contentdm file name,contentdm file path
ijc_al_grey_072,Unidentified trombonist,,,1985,y,"Unidentified trombonist performing, [in a library?]","Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 13",IJC004IV,AG078,7 x 5 inch black & white photograph,image/jpeg,Image;StillImage,"500 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823735,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/314,314,315.jp2,/ijcag/image/315.jp2
ijc_al_grey_073,Unidentified pianist,,,1980,y,Unidentified pianist,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 13",IJC004IV,AG079,7 x 5 inch black & white photograph,image/jpeg,Image;StillImage,"400 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823677,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/315,315,316.jp2,/ijcag/image/316.jp2
ijc_al_grey_074,Unidentified pianist,,,1980,y,Unidentified pianist,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 13",IJC004IV,AG080,5 x 7 inch black & white photograph,image/jpeg,Image;StillImage,"280 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664824088,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/316,316,317.jp2,/ijcag/image/317.jp2
ijc_al_grey_075,Unidentified pianist,,,1975,y,Unidentified pianist,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 13",IJC004IV,AG081,7 x 5 inch black & white photograph,image/jpeg,Image;StillImage,"400 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664815840,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/317,317,318.jp2,/ijcag/image/318.jp2
ijc_al_grey_076,Unidentified musicians,Alberto Terrile?,,1980,y,Unidentified musician: [a drummer],"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 13",IJC004IV,AG082,4 x 6 inch black & white photograph,image/jpeg,Image;StillImage,"330 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664824073,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/318,318,319.jp2,/ijcag/image/319.jp2
ijc_al_grey_077,Unidentified drummer,Alberto Terrile?,,1980,y,Unidentified drummer,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 13",IJC004IV,AG083,7 x 5 inch color photograph,image/jpeg,Image;StillImage,"400 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664815801,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/319,319,320.jp2,/ijcag/image/320.jp2
ijc_al_grey_078,Miller,,,1970,y,Portrait of a man in military costume. A badge name on the right side of his shirt reads: Miller. This photograph is dedicated to dad by [?] Joe,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 5",IJC004IV,AG021,10 x 8 inch black & white photograph,image/jpeg,Image;StillImage,"250 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823728,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/320,320,321.jp2,/ijcag/image/321.jp2
ijc_al_grey_079,Unidentified drummer,Alberto Terrile,,1985,y,Unidentified drummer,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 13",IJC004IV,AG084,7 x 7 inch black & white photograph,image/jpeg,Image;StillImage,"280 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823669,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/321,321,322.jp2,/ijcag/image/322.jp2
ijc_al_grey_080,Unidentified drummer,Alberto Terrile,,1980,y,Unidentified drummer,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 13",IJC004IV,AG085,7 x 7 inch black & white photograph,image/jpeg,Image;StillImage,"280 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664815832,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/322,322,323.jp2,/ijcag/image/323.jp2
ijc_al_grey_081,Unidentified trombonist,,,1985,y,Unidentified trombonist. A printed cut out sentence glued on the photograph reads: Love him as if his ancestors were watching,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 13",IJC004IV,AG086,10 x 8 inch black & white photograph,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664815798,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/323,323,324.jp2,/ijcag/image/324.jp2
ijc_al_grey_082,Unidentified musicians,Anders Goldfarb,,1975,y,"Two unidentified musicians, one a trumpeter and the other a saxophonist","Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 13",IJC004IV,AG087,8 x 10 inch black & white photograph,image/jpeg,Image;StillImage,"200 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823676,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/324,324,325.jp2,/ijcag/image/325.jp2
ijc_al_grey_083,Unidentified musicians,Anders Goldfarb,,1975,y,"Two unidentified musicians, one a trumpeter and the other a saxophonist","Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 13",IJC004IV,AG088,8 x 10 inch black & white photograph,image/jpeg,Image;StillImage,"200 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664815821,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/325,325,326.jp2,/ijcag/image/326.jp2
ijc_al_grey_084,Madie P. Whitney,,,1975,y,"A woman. Handwritten on the back of the photograph: Madie P. Whitney, dress making","Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 14",IJC004IV,AG090,3 1/2 x 2 1/2 inch black & white photograph,image/jpeg,Image;StillImage,"600 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823660,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/326,326,327.jp2,/ijcag/image/327.jp2
ijc_al_grey_085,John Gordon,,,1975,y,John Gordon,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 14",IJC004IV,AG091,9 1/2 x 7 inch black & white photograph,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664815805,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/327,327,328.jp2,/ijcag/image/328.jp2
ijc_al_grey_086,Unidentified comedians,,,1975,y,Unidentified comedians,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 14",IJC004IV,AG092,10 x 8 inch black & white photograph,image/jpeg,Image;StillImage,"250 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664815782,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/328,328,329.jp2,/ijcag/image/329.jp2
ijc_al_grey_087,Gary,"Tulle, Oak Harbor [WA?]",,1968,,A young man. On the right bottom of the photograph there is a sticker that reads: class 68. This photograph is in a paper frame and is dedicated to Pop Pop by Gary. No inscriptions on the back of the photograph,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 5",IJC004IV,AG022,5 x 3 1/2 inch black & white photograph,image/jpeg,Image;StillImage,"250 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823633,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/329,329,330.jp2,/ijcag/image/330.jp2
ijc_al_grey_088,Unidentified persons singing,,,1974-06-22,,"Unidentified persons singing on a stage at a playground included are a pianist and a conductor. A label on the back of the photograph reads: Pennhurst State School and Hospital, Spring City, PA","Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 6",IJC004IV,AG023,5 x 7 inch black & white photograph,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823641,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/330,330,331.jp2,/ijcag/image/331.jp2
ijc_al_grey_089,Unidentified woman,,,1975,y,"Unidentified women singing, including a conductor, and some of the audience","Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 6",IJC004IV,AG024,5 x 7 inch black & white photograph,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823649,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/331,331,332.jp2,/ijcag/image/332.jp2
ijc_al_grey_090,"Unidentified bride, groom, and the bridal party",Rich Economy Photographing Service,,1970,y,"A wedding picture. Depicted are unidentified bride, groom, and the bridal party","Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 6",IJC004IV,AG025,8 x 10 inch black & white photograph,image/jpeg,Image;StillImage,"200 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823538,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/332,332,333.jp2,/ijcag/image/333.jp2
ijc_al_grey_091,Unidentified man,,,1940,y,Portrait of an unidentified man,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 6",IJC004IV,AG026,10 x 8 inch black & white photograph,image/jpeg,Image;StillImage,"250 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664815803,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/333,333,334.jp2,/ijcag/image/334.jp2
ijc_al_grey_092,Bob Thiele,,,1980,y,Bob Thiele,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 14",IJC004IV,AG093,10 x 8 inch black & white photograph,image/jpeg,Image;StillImage,"250 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664815797,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/334,334,335.jp2,/ijcag/image/335.jp2
ijc_al_grey_093,Dakota Staton,"James J. Kriegsmann, NY",,1975,y,Dakota Staton (1 duplicate),"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 14",IJC004IV,AG103,10 x 8 inch black & white photograph,image/jpeg,Image;StillImage,"250 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823734,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/335,335,336.jp2,/ijcag/image/336.jp2
ijc_al_grey_094,Al Grey,,,1990,y,Al Grey,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 14",IJC004IV,AG104,2 x 2 inch color photograph,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823585,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/336,336,337.jp2,/ijcag/image/337.jp2
ijc_al_grey_095,Sara Sibyl Johnston,Patrick W. Sola,,1995,y,"A girl. Handwritten on the back of the photograph: Sara Sibyl Johnston, 3 yrs.","Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 14",IJC004IV,AG105,5 x 5 inch color  photograph,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664815793,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/337,337,338.jp2,/ijcag/image/338.jp2
ijc_al_grey_096,Al Grey,,,1991-12,,Al Grey holding a girl on his lap. Handwritten on the back of the photograph: B. S. Weil.,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 14",IJC004IV,AG106,7 x 5 inch color  photograph,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823726,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/338,338,339.jp2,/ijcag/image/339.jp2
ijc_al_grey_097,Al Grey and [Fred],,,1998-06,,Al Grey and a man appearing to be in a hospital room. The photograph is dedicated to Al Grey from his friend and roommate Fred,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 14",IJC004IV,AG107,6 x 4 inch color  photograph,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664824086,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/339,339,340.jp2,/ijcag/image/340.jp2
ijc_al_grey_098,Al Grey and [Fred],,,1998-06,,"Al Grey and [Fred], appearing to be in a hospital room","Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 14",IJC004IV,AG108,6 x 4 inch color  photograph,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823708,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/340,340,341.jp2,/ijcag/image/341.jp2
ijc_al_grey_099,Queen Bey,,,1980,y,Queen Bey,"Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 1, Folder 14",IJC004IV,AG094,10 x 8 inch black & white photograph,image/jpeg,Image;StillImage,"250 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823577,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/341,341,342.jp2,/ijcag/image/342.jp2
ijc_al_grey_100,1981 North Sea Jazz Festival,"Robert A. Phillipson, Amsterdam",,1981-07-12,,"Al Grey performing. Inscribed on the back of the photograph: Song ""Isn't She Lovely"" 1981-07-12; North Sea Jazz Festival-The Hague","Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 2, Folder 1",IJC004IV,AG109,11 x 8 inch color photograph,image/jpeg,Image;StillImage,"250 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664815829,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/342,342,343.jp2,/ijcag/image/343.jp2
ijc_al_grey_101,1981 North Sea Jazz Festival,"Robert A. Phillipson, Amsterdam",,1981-07-12,,"Al Grey performing. Inscribed on the back of the photograph: Song ""Isn't She Lovely"" 1981-07-12; North Sea Jazz Festival-The Hague","Grey, Al -- Archive",Al Grey-Rosalie Soladar Memorial Collection,"International Jazz Collections, University of Idaho Archives and Special Collections",University of Idaho Library Digital Initiatives,"MG004, Box 2, Folder 1",IJC004IV,AG110,8 x 11 inch color photograph,image/jpeg,Image;StillImage,"180 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",eng,Laura Guedes and Deborah Green,2008-10-22,2010-04-05,,664823543,2010-04-06,2014-04-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcag/id/343,343,344.jp2,/ijcag/image/344.jp2
